date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,qscat_1,qscat_2,qscat_3,size_1,size_2
1999236,-74.173,-48.5493,1,0,0,0,-73.986,-48.0568,1,0,0
1999237,-74.173,-48.5493,1,0,0,0,-73.8422,-48.1317,1,0,0
1999238,-74.1113,-48.5917,1,0,0,0,-73.8122,-48.2281,1,0,0
1999239,-73.9879,-48.6765,1,0,0,0,-73.7787,-48.5277,1,0,0
1999240,-73.8646,-48.7612,1,0,0,0,-73.7485,-48.623,1,0,0
1999241,-73.7753,-48.7626,1,-73.5,-48.3,1,-73.7485,-48.623,1,17,9
1999242,-73.7201,-48.6805,1,0,0,0,-73.7485,-48.623,1,0,0
1999243,-73.6649,-48.5985,1,0,0,0,-73.6382,-48.3957,1,0,0
1999244,-73.6094,-48.518,1,0,0,0,-73.5278,-48.1716,1,0,0
1999245,-73.5538,-48.439,1,0,0,0,-73.5009,-48.066,1,0,0
1999246,-73.4981,-48.3601,1,0,0,0,-73.4141,-48.1495,1,0,0
1999247,-73.4339,-48.355,1,0,0,0,-73.3602,-47.9402,1,0,0
1999248,-73.3614,-48.4239,1,0,0,0,-73.2465,-47.92,1,0,0
1999249,-73.2888,-48.4928,1,0,0,0,-73.1925,-47.7135,1,0,0
1999250,-73.2084,-48.5382,1,0,0,0,-73.2167,-48.0133,1,0,0
1999251,-73.1201,-48.56,1,0,0,0,-73.1234,-48.4868,1,0,0
1999252,-73.0319,-48.5818,1,0,0,0,-72.9797,-48.5542,1,0,0
1999253,-72.9386,-48.6185,1,0,0,0,-72.8662,-48.5303,1,0,0
1999254,-72.8401,-48.67,1,0,0,0,-72.7527,-48.5067,1,0,0
1999255,-72.7417,-48.7215,1,0,0,0,-72.6393,-48.4834,1,0,0
1999256,-72.6775,-48.7398,1,0,0,0,-72.5525,-48.5607,1,0,0
1999257,-72.6474,-48.7247,1,0,0,0,-72.5223,-48.6491,1,0,0
1999258,-72.6173,-48.7096,1,0,0,0,-72.5258,-48.4605,1,0,0
1999259,-72.6217,-48.69,1,0,0,0,-72.5826,-48.4719,1,0,0
1999260,-72.6606,-48.6658,1,0,0,0,-72.6357,-48.6734,1,0,0
1999261,-72.6994,-48.6416,1,0,0,0,-72.7226,-48.5963,1,0,0
1999262,-72.7503,-48.604,1,0,0,0,-72.8128,-48.3266,1,0,0
1999263,-72.8133,-48.553,1,0,0,0,-72.8428,-48.236,1,0,0
1999264,-72.8762,-48.5021,1,0,0,0,-72.816,-48.1346,1,0,0
1999265,-72.9265,-48.4112,1,0,0,0,-72.846,-48.0437,1,0,0
1999266,-72.9642,-48.2803,1,0,0,0,-72.9625,-47.8706,1,0,0
1999267,-73.0018,-48.1495,1,0,0,0,-72.9084,-47.6678,1,0,0
1999268,-73.0206,-48.0841,1,0,0,0,-72.9381,-47.5755,1,0,0
1999269,-73.0206,-48.0841,1,0,0,0,-72.9949,-47.5843,1,0,0
1999270,-73.0206,-48.0841,1,0,0,0,-73.103,-47.9928,1,0,0
1999271,-73.0276,-48.1556,1,0,0,0,-73.1,-48.1881,1,0,0
1999272,-73.0417,-48.2987,1,0,0,0,-73.0967,-48.3833,1,0,0
1999273,-73.0558,-48.4418,1,0,0,0,-73.0132,-48.269,1,0,0
1999274,-73.0571,-48.4911,1,0,0,0,-72.9564,-48.2579,1,0,0
1999275,-73.0456,-48.4468,1,0,0,0,-72.9595,-48.0643,1,0,0
1999276,-73.0341,-48.4025,1,-73,-47.9,1,-72.9027,-48.0539,1,17,9
1999277,-72.9909,-48.3407,1,0,0,0,-72.9027,-48.0539,1,0,0
1999278,-72.9158,-48.2616,1,0,0,0,-72.8758,-47.9524,1,0,0
1999279,-72.8407,-48.1825,1,0,0,0,-72.7055,-47.9229,1,0,0
1999280,-72.791,-48.1044,1,0,0,0,-72.7083,-47.7321,1,0,0
1999281,-72.7664,-48.0275,1,0,0,0,-72.7083,-47.7321,1,0,0
